Exercise Name,Equipment,Variation,Utility,Mechanics,Force,Preparation,Execution,Target_Muscles,Synergist_Muscles,Stabilizer_Muscles,Antagonist_Muscles,Dynamic_Stabilizer_Muscles,Main_muscle,Difficulty (1-5),Secondary Muscles,parent_id
Single Leg Split Squat:  Single Leg Squat,Lever (plate loaded),Yes,Auxiliary,Compound,Push,Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.,"Bend knee forward slightly while allowing hips to bend back behind, keeping back straight and knee pointed same direction of foot. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Gluteus Medius, Gluteus Minimus, Quadratus Lumborum, Obliques, ",,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Hamstrings",374
Split Squat,Lever (plate loaded),No,Auxiliary,Compound,Push,Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor and repeat. Continue with opposite leg.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Lower, Levator Scapulae, Gluteus Medius, Gluteus Minimus, ",,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Hamstrings",
Squat,Lever (plate loaded),No,Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders. Extend knees and hips until legs are straight. Release support lever.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend by bending knees and hip until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
Squat:  Front Squat,Lever (plate loaded),Yes,Basic,Compound,Push,Step onto platform facing padded levers. Squat down to place shoulders under padded lever. Place feet shoulder width apart on platform. Extend knees and hips until legs are straight. Release support lever if it does not disengage by itself.,"Lower lever by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",377
Hip Extensions,Lever (selectorized),No,Auxiliary,Isolated,Push,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",
Hip Extensions:  Bent-over,Lever (selectorized),Yes,Auxiliary,Isolated,Push,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",379
Hip Extensions:  Lying,Lever (selectorized),Yes,Auxiliary,Isolated,Push,"With leg lever positioned in the lower position, lie supine on machine with legs over padded bar. Align hip joints with lever fulcrum. Strap hips down with belt if available. Release leg lever and adjust until leg lever is in upper position. Grasp handles to sides of head.",Push padded leg bar down until hips are extended. Return and repeat.,"Gluteus Maximus,","Adductor Magnus, ","Erector Spinae, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",379
"Hip Extensions:  Standing

alternative machine

",Lever (selectorized),Yes,Auxiliary,Isolated,Push,Stand on platform facing to one side and grasp bar for support. Place leg nearest machine on padded roller while standing on other leg.,Lower lever by extending hip. Return until knee is higher than hip. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Hamstrings, Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",379
Leg Presses,Lever (selectorized),No,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",
Leg Presses:  Seated Leg Press,Lever (selectorized),Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",383
Glute Kickback,Lever (selectorized),No,Auxiliary,Compound,Push,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, Quadriceps, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",
Glute Kickback:  Bent-over,Lever (selectorized),Yes,Auxiliary,Compound,Push,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, Quadriceps, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",385
Glute Kickback:  Kneeling,Lever (selectorized),Yes,Auxiliary,Compound,Push,"Kneel on machine by placing one knee on lower pad. Rest torso on middle pad, place forearms on padded arm rest, and grip handles. Position other foot of other leg up to lever platform.",Push platform back by extending leg back. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Erector Spinae, Quadratus Lumborum, Obliques, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, Rectus Abdominis, ",,Hips,2,"Gluteus Maximus, Hamstrings",385
Glute Kickback:  Standing,Lever (selectorized),Yes,Auxiliary,Compound,Push,Step on left platform with left foot. Grasp handle bars to each side. Place right foot on highest lever platform.,Push platform down by extending leg until straight. Return leg to original position. Repeat. Continue with opposite leg positions.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, Coracobrachialis, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",385
Squat,Lever (selectorized),No,Basic,Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders.,"Raise lever up by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ","Erector Spinae, Trapezius, Upper, Trapezius, Middle, Levator Scapulae, ","Rectus Abdominis, Obliques, ","Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
Squat:  V-Squat,Lever (selectorized),Yes,Basic or Auxiliary,Compound,Push,"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Squeeze hand lever. Keeping hand lever squeezed, squat down by bending hips and knees until knees or hips are just short of complete flexion. Release hand lever and raise up on sled just slightly until weight stack is engaged (click is heard).",Raise lever by extending knees and hips until legs are straight. Squat down with knees pointed same direction as feet. Descend until knees or hips are near complete flexion. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",389
Leg Presses,Sled,No,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Return by extending knees and hips. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",
Leg Presses:  45° Leg Press,Sled,Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Return by extending knees and hips. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",391
Leg Presses:  Lying Leg Press,Sled,Yes,Basic,Compound,Push,Lie supine on platform with shoulders against pad. Place feet slightly high on platform.,Extend hips and knees. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",391
Leg Presses:  Seated Leg Press,Sled,Yes,Basic,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,3,"Quadriceps, Gluteus Maximus, Adductors",391
Glute Kickback,Sled,No,Auxiliary,Compound,Push,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",
Glute Kickback:  Kneeling,Sled,Yes,Auxiliary,Compound,Push,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,"Gluteus Maximus,","Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",395
Glute Kickback:  Standing,Sled,Yes,Auxiliary,Compound,Push,Straddle sled and place foot on pedal. Place chest on pad and grasp handles.,Push platform back by extending leg   back until straight. Return leg to original position. Repeat. Continue with opposite leg.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, ","Obliques, Erector Spinae, Quadratus Lumborum, Gluteus Medius, Gluteus Minimus, ","Hamstrings, ",,Hips,2,"Gluteus Maximus, Hamstrings",395
Squat,Sled,No,Basic,Compound,Push,"Squat down to place shoulders under padded bars. Lean back against back pad if available. Place feet shoulder width apart, slightly in front of shoulders.","If hand or lever lock is available, disengage weight, squat to lowest position and re-engage lock. Lift sled by extending knees and hips until legs are straight. Lower sled by bending knees forward slightly while allowing hips to bend back behind, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",
Squat:  Hack Squat,Sled,Yes,Basic or Auxiliary,Compound,Push,Lie supine on platform with shoulders against pad. Place feet high up on platform. Extend hips and knees. Release dock levers.,Lower sled by flexing hips and knees until hips are completely flexed. Raise sled by extending knees and hips. Repeat.,"Gluteus Maximus,","Quadriceps, Adductor Magnus, Soleus, ",,,"Hamstrings, Gastrocnemius, ",Hips,4,"Quadriceps, Gluteus Maximus, Adductors",398
Deadlift,Smith,No,Basic,Compound,Pull,Stand with shoulder width or narrower stance with feet flat beneath bar. Grasp bar with shoulder width or slightly wider mixed grip or slightly wider. Disengage bar by rotating bar back.,"Return weight toward floor by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return and repeat.","Gluteus Maximus,","Quadriceps, Adductor Magnus, Hamstrings (top half), Soleus, ","Erector Spinae, Trapezius, Middle, Trapezius, Upper, Levator Scapulae, Rhomboids, ","Rectus Abdominis, Obliques, ","Hamstrings (bottom half), Gastrocnemius, ",Hips,5,"Erector Spinae, Trapezius, Quadriceps",
